,ID,年齢,性別,都道府県,年収(下限),年収(上限),学歴,大学,学部,卒業,英語,DS経験年数,コアスキル
21,BU1088957,46,男性,東京都,1000,1250,大学院卒（修士）,北海道大学大学院,工学研究科,2000年3月,日常会話レベル,10,"データ分析#AI（ディープラーニング、TensorFlow、Keras）#ML（機械学習）#多変量解析#確率・統計学#画像解析、音声解析、モーション解析、バイタルデータ分析#ビッグデータ分析（データ基盤構築）#クラウドシステム開発（GCP、AWS）#WEBアプリ開発（HTML＋JavaScript＋CSS、Django、Flask、nginx、Apache、Tomcat、Servlet、JSP、GAE）#IoTシステムの開発（Android、Raspberry Pi、AWS IoT greengrass）#Androidアプリ開発（Java、Kotlin）#iOSアプリ開発（Objective-C、Swift）#Windowsアプリ開発（Win32 API、MFC、.NET Framework）#プログラム言語（Python、R、C、C++、Java、Kotlin、Objective-C、Swift、javascript、VBA）#データベース（SQL、DDL、NoSQL）#OpenCV, OpenCL, OpenGL, OpenML#GPGPU（CUDA）#Windows, Linux, Mac OS, Android, iOS#新規事業の起ち上げ（データ分析領域）#ビジネス・コンサルティング#中期事業戦略の策定#人材採用#人材育成#知財（特許出願 、特許戦略策定）#マネジメント"
22,BU3437718,35,男性,東京都,750,1000,大学院卒（修士）,クイーンズランド大学,工学建築・情報技術研究所、データサイエンスマスターコース ,2021年12月,ビジネス会話レベル,0,気体分析のためのGC-MS#消費者マーケティング#機械学習#データ解析に必要な統計#HDFS、SQLからのデータ抽出#匂いの官能評価#コンピュータビジョン#ウェブスクレイピング#ディープラーニング#SQL#Python#R#Julia#PySpark
23,BU3547986,36,男性,京都府,1250,1500,その他,Stanford,University ,2013年,ネイティブレベル,0,研究開発マネジメント#データ分析#画像AI・ディープラーニング#ベンチャー経営#経営企画・事業企画#M&Aデューデリジェンス#データ利活用戦略#業務提携交渉
24,BU2131125,46,男性,東京都,1250,1500,大学院卒（修士）,筑波大学大学院,理工学研究科 ,2000年3月,ビジネス会話レベル,14,DX推進#データ活用における生産性の向上#データ活用における品質の向上#実験計画法、モデリング、最適化手法#運転＆保全#化学工学#プロセス制御#プロセス安全管理
25,BU4764093,39,男性,東京都,750,1000,大学院卒（博士）,サンパウロ大学,応用科学部生産工学科応用統計学専攻 ,2022年5月,ビジネス会話レベル,1,データサイエンス#統計解析#予算作成#与実管理#戦略策定#中期経営計画#市場調査#財務分析#英語#ポルトガル語#プログラミング（Python、R、Ruby、SQL、HTML、CSS、JavaScript、Git等）#BI#経営企画#調達・在庫管理
26,BU4785450,30,男性,東京都,500,600,大学院卒（修士）,立教大学,経済学研究科 ,,ビジネス会話レベル,2,ビックデータ分析#データ分析基盤構築#データドリブンマーケティング#データアナリスト#時系列データ処理#統計的データ解析#データ可視化経験#データクレンジング#統計的データ分析#データ前処理#統計解析モデル#データ解析系プログラミング
27,BU0271658,35,男性,東京都,1250,1500,大学院卒（修士）,ウィスコンシン大学マディソン校,コンピュータサイエンス ,2013年6月,ビジネス会話レベル,0,"Java with Eclipse#Machine Learning/Natural Language Processing#Cloud Computing (Java, Restful architecture with Restlet framework/Spring framework)#Cassandra (NoSQL)#Objective-C, C#Front end development of Web site (PHP, javascript, html, etc)"
28,BU1277417,32,男性,東京都,1250,1500,大学院卒（MBA）,早稲田大学大学院,ファイナンス研究科：ファイナンス専攻：数理ファイナンス専攻 ,2017年3月,ビジネス会話レベル,5,ACTUARIAL SCIENCE#STATISTICS#MACHINE LEARNING#C##VBA#HTML#SAS#R#MATLAB#MICROSOFT SQL SERVER#POWER BI#ALTERYX#FINANCIAL ENGINEERING#SPOTFIRE#UIPATH#TABLEAU#EVIEWS#AZURE#AWS#MATHEMATICA#NATURAL LANGUAGE PROCESSING#PYTHON
29,BU0010770,38,男性,福岡県,1000,1250,大学院卒（博士）,九州大学大学院,数理学府博士後期課程中途退学 ,,ネイティブレベル,4,数学#Python#Django/GeoDjango#TensorFlow/Keras#PostgreSQL#Apache HTTP Server/uWSGI/nginx#Google Cloud Platform#Microsoft Azure#OpenStack#Git/GitLab#Zabbix#Parallels Desktop#Oracle VM VirtualBox#MongoDB#Docker#Kubernetes#resin.io
30,BU2176591,41,男性,大阪府,1000,1250,大学卒,関西学院大学,法学部政治学科 ,,基礎会話レベル,7,需要予測#仮説検証#アクセス解析#マーケティングビジネス実務検定B級#データ分析業務経験#データ分析業務のリーダークラス経験#AIロジック構築#データアナリティクス活用経験
31,BU4815066,27,男性,神奈川県,500,600,大学院卒（修士）,東北大学,工学研究科 ,,ビジネス会話レベル,2,統計的仮説検定の実務への適用#プロジェクト推進#GPUマシンサーバーの構築#機械学習モデル（回帰、分類、異常検知）の実務への適用#勉強会の運営
32,BU2106937,30,男性,東京都,1250,1500,大学院卒（博士）,東京工業大学理学院,物理学系物理学コース ,2020年6月,日常会話レベル,2,数理ファイナンス#統計モデリング#確率・統計#Python
33,BU0165439,49,男性,千葉県,1250,1500,大学卒,電気通信大学,電気通信学部電子情報学科 ,1999年3月,基礎会話レベル,5,"新規ビジネスコンサルタント#システムエンジニア（プログラマー、プロジェクトマネージャー）#AI、IoT関連ビジネスのご提案#データサイエンティスト（R, python）#会社経営の経験とコンサルタント業務の経験#公共分野#AI業界#AI導入#AIプロジェクト#データサイエンス分野#自治体関連#産学連携プロジェクト#公共領域#総務省#ICT系企業"
34,BU0880293,58,男性,東京都,1000,1250,大学院卒（博士）,明治大学,先端数理科学研究科現象数理学専攻博士後期課程 ,2012年3月,ビジネス会話レベル,0,"機械学習#マーケティング・リサーチ#統計解析#R, Python#テキストマイニング#時系列解析"
35,BU2804167,47,男性,埼玉県,500,500,大学卒,北里大学,理学部 ,1998年3月,基礎会話レベル,0,統計学#マーケティングリサーチ#ブランディング#マーケティングオートメーション#メールマーケティング#デジタルマーケティング#Excelを使っての集計（ピボットテーブル・XLOOKUPなど）#PowerPointを使った資料作成
36,BU3540863,26,男性,東京都,500,600,大学院卒（修士）,東京理科大学,科学教育専攻 数学コース,2020年3月,基礎会話レベル,2,統計解析#消費者調査#アクセス解析#データマイニング#仮説検証#需要予測#統計学知識#データサイエンス領域#データ解析ツール#テキストデータ
37,BU1274482,63,男性,千葉県,750,1000,大学院卒（修士）,東京工業大学,知能システム科学 ,1986年9月,日常会話レベル,0,最先端AIによる業務改善#AIの金融業界への適用#タイのAI関連の企業、大学教授とのコネクション#AIの先端技術は、トピックモデル、ベイジアンネットワーク、ディープランニング
38,BU1699293,46,男性,兵庫県,500,500,大学院卒（博士）,東京大学,農学生命科学研究科応用生命化学専攻 ,2004年8月,日常会話レベル,0,遺伝子検査・血液検査#バイオ分野の研究#財務・会計#特許文献の先行技術調査#Pythonで機械学習
39,BU0626661,48,男性,東京都,600,750,大学院卒（博士）,University,of ,2013年1月,ビジネス会話レベル,0,R言語による統計解析、データ加工#Excel VBA#数理統計・生物統計・計量経済学の知識#経済学・ゲーム理論の知識#SQL言語#Python
40,BU0005106,55,男性,埼玉県,750,1000,高校卒,宮城県立築館高等学校, ,1986年3月,日常会話レベル,0,データベーススペシャリスト#EC、WebｰEDIサイト構築、ディレクション#製造・流通業向け大規模システム開発プロジェクトマネージメント#データサイエンティスト
41,BU3696627,52,男性,埼玉県,600,750,大学院卒（博士）,東京大学,理学系研究科地球惑星物理学 ,2001年3月,基礎会話レベル,1,研究者#学術論文翻訳#地球温暖化#衛星観測#地上観測
42,BU1058037,51,男性,東京都,2000,3000,大学院卒（修士）,東北大学,工学研究科 ,1997年3月,ビジネス会話レベル,6,データ戦略#データサイエンス#人工知能#AI#IoT#デジタルトランスフォーメーション#人材育成#大学教授
43,BU4121507,28,男性,広島県,500,600,大学卒,広島大学, ,2021年3月,ビジネス会話レベル,0,統計検定準1級#英検1級#統計#統計学#機械学習#SQLクエリ#Google BigQuery#ダッシュボード開発#ダッシュボード構築#データ処理基盤
44,BU2156319,35,男性,埼玉県,1000,1250,大学院卒（修士）,早稲田大学大学院,先進理工学部 ,,日常会話レベル,5,SQLを用いたデータ処理#Pythonを用いたデータ分析#Rを用いたデータ分析#GCP環境での解析経験#AWS環境での解析経験#Hadoop環境での解析経験#確率モデルに基づいたデータ分析#機械学習や統計処理に基づく施策提案#データ・目的に合わせた機械学習モデルの設計および実装#統計解析による効果検証方法の提案・実装#プロダクト側への施策内容の説明#チームメンバーのタスク管理#Airflowを用いた分析フロー自動化#Tableauによるダッシュボード作成
45,BU4732525,37,男性,宮崎県,750,1000,大学院卒（博士）,大阪大学,理学研究科 ,,基礎会話レベル,4,機械学習#データ処理#python#R#SQL#Linux
46,BU1331586,44,男性,千葉県,1000,1250,大学卒,慶應義塾大学, ,2004年9月,ビジネス会話レベル,0,"経済;マクロ経済政策、ファイナンス(valuation,securitization,M&A等)、金融工学(derivatives,real option等)に対する基礎的な理解#経済;ドラッカー,ケインズ,ポランニ,トッド,スティグリッツ,ブリニョルフソンといった知識人の思想に対する理解#学生時にPE・ibank(債券)・環境系ベンチャーでのインターン経験あり（計1年程度）#STEM;解析・代数・確率論・統計・情報幾何・ゲーム理論等CS・金融・制御・機械学習周辺の基礎的な数学に対する理解#STEM;基礎的なアルゴリズム・宣言型言語(scala/play,haskell)・静的型付け言語(Java,Rust)に対する理解#営業;ゼロから国内でも指折りの才能を持つ生徒を集めてきた営業経験#営業;過去4年間で合計150回以上実施してきた食事会の経験#営業;一部の進学校関係者との人脈、および彼らに対する間接的な営業経験#教育・調査;首都圏と京阪神の主要な進学校・大学付属校の組織としての長所・短所および中等教育の課題の把握#教育;1000人程度の学生との対話によって得た、20前後の世代のIdentity形成を促す、育てる力と資質を見抜く力(プロファイリング)#調査;若年層の関心(ファッション・ゲームなど)を随時追跡し、感覚を共有する習慣#premiere proを使った映像編集の基礎#14年に渡り断続的に記してきたブログ・noteのライティング#調査;宇宙開発・neuroscience・feminismに対する関心#総じて認識の仕方の幅の広さと知的許容量、高水準の(心理学的な)拡散思考"
47,BU3457556,53,男性,兵庫県,600,750,大学卒,カリフォルニア大学バークレー校,理論計算機科学と応用数学 ,1999年8月,ビジネス会話レベル,1,Python#Tensorflow#Keras#Pytorch#scikit-learn#Numpy#Pandas#SQL
48,BU0294849,42,男性,埼玉県,500,500,大学卒,早稲田大学,政治経済学部 ,,ネイティブレベル,0,プロジェクト・マネジメント#データ・アナリティクス#アーティスト・マネジメント#法人営業#マーケティング#データ・サイエンスを用いた経営課題抽出と改善策提案#プロデュース#地域課題解決の設定とソリューション提案#外国語#Rを用いたデータ分析#Data Science
49,BU4782817,27,男性,富山県,500,500,大学卒,大阪経済大学,,,なし,0,
50,BU1696070,32,男性,神奈川県,750,1000,大学院卒（修士）,京都大学,理学研究科化学専攻 ,2016年3月,ビジネス会話レベル,2,化学反応動力学#分子動力学#量子力学#量子化学#レーザー工学#分子分光学#高分子化学#材料力学#レオロジー#統計学#光ファイバー#紫外線硬化樹脂#VBA#Python#データサイエンス
51,BU0018644,52,男性,神奈川県,750,1000,大学院卒（修士）,慶應義塾大学,理工学研究科管理工学専攻 ,,日常会話レベル,25,数理モデルを活用したコンサルティング#数理統計技術を活用したデータ分析・データマイニング#難しいことをわかりやすくお客様に説明するスキル#SCM分野のコンサルティング（主に計画系）#数理の専門家（大学教授等）と現場のお客様との橋渡し#数理モデル・最適化アルゴリズムの研究開発
52,BU3013076,27,男性,愛知県,600,750,大学院卒（修士）,名古屋大学,経済学研究科 ,,日常会話レベル,2,統計学#機械学習#Web開発#AI
53,BU1275089,43,女性,東京都,750,1000,大学卒,津田塾大学,学芸学部／国際関係学科 ,,日常会話レベル,13,ビジネス部門のDX推進（特に具現化し運用定着させるための仕組み作りのドライブに強みあり）#BtoB、BtoC問わずCRM領域の業務に関わるデータ利活用支援、分析実施およびコンサルティング経験#プロジェクトマネジメント経験#組織マネジメント経験
54,BU1790262,31,男性,東京都,750,1000,大学卒,東京理科大学,理工学部 ,,基礎会話レベル,0,"Python(Django)#GCP(GCE, CloudSQL, CloudPubSub, BigQuery, GCR)#Docker#AWS(DynamoDB, EC2, ECR, ECS, S3, Batch, Lambda, Step Functions)"
55,BU2233704,45,男性,東京都,750,1000,大学院卒（修士）,国際大学,国際関係学研究科 ,2012年6月,ビジネス会話レベル,0,市場分析と投資理論をもとにした数理統計分析#組織デザインとマネジメント、オペレーションサイクルの構築#クロスボーダープロジェクトマネジメント
56,BU0273125,51,男性,神奈川県,1000,1250,大学院卒（博士）,東京都立大学,理学研究科・博士課程 ,1999年3月,ビジネス会話レベル,10,"自然言語処理、機械学習、統計解析などのデータサイエンスを用いた研究開発、データマイニング#地球科学、環境科学、グリーンケミストリー分野における、有機化合物微量分析に関する研究#研究開発の背景としての、社会医療、犯罪予測、組織論などの習得#知財、論文執筆など#各研究を遂行するための各種プログラミング言語習得（Java, R, Python)#IoTを用いたデータサイエンス事業を企業内でスタート#不動産開発業を本家で行っており、その多少の知識#新規事業立ち上げに伴う市場調査など"
57,BU3377390,32,女性,沖縄県,1500,2000,大学卒,San,José ,,ネイティブレベル,8,プロジェクトマネージメント#英語#プレゼンテーション#データ分析#トラブルシューティング####
58,BU1163950,34,男性,東京都,750,1000,大学院卒（修士）,ケンブリッジ大学,Master ,2020年9月,ビジネス会話レベル,0,マクロ経済分析#経済予測#計量分析#エコノミスト#Python (機械学習を用いたGDP予測など)#Eviews (マクロ計量モデルの構築など)#Matlab (Dynareを用いたDSGEモデルの構築など)#R (自然利子率の推計など)#経済統計
59,BU0640402,38,男性,千葉県,750,1000,大学院卒（修士）,東洋大学大学院,社会学研究科社会心理学専攻 ,2011年3月,基礎会話レベル,3,データサイエンス#AWS#Azure#データベース設計/開発#オフショア開発#負荷軽減#Redmine
60,BU0040135,47,男性,東京都,1000,1250,大学院卒（修士）,横浜国立大学大学院,工学研究科 ,2000年3月,ビジネス会話レベル,5,プログラミング・アートスキル#ゼロイチのスキル（ビジネスの勘所を抑えることができる）#情報収集と技術実装スキル（新技術・技術転用・法制度動向・同業他社・市場規模・国際感覚）#エンパワーメントのスキル（関係者のモチベーションの喚起のスキル）#インベストメントバンカーに係る全般的業務、オリジネーション、ソーシングなど
61,B00000002,38,男性,東京都,1500,2000,大学院卒（修士）,慶應義塾大学,理工学研究科基礎理工学専攻 ,2009年3月,ビジネス会話レベル,14,Linux環境の使用経験（15年以上）#Python、Perl、Rubyなどのプログラミング言語の使用経験（15年以上）#機械学習（古典的アルゴリズムから深層学習などの最先端アルゴリズムまで幅広く）、自然言語処理、データマイニングの知識と実務経験（15年以上）※国際的トップカンファレンスでの発表経験あり#多種多様な業界・業種におけるデータ分析経験（10年以上）※書籍の執筆もあり#データベース（Redshift、Hadoop、SQLite、MySQL、Oracle）、および、SQLの使用経験（10年以上）#Github、Dockerを使ったシステムの開発経験（5年以上）#アクセス解析ツール（SiteCatalyst、Google Analytics）を扱った経験と知識（3年以上）#SEO対策、リスティング広告運用などのWebマーケティングの経験と知識（2年以上）#趣味で取り組んでいるAndroidアプリの開発経験（サーバサイドの開発含む）（2年以上）
62,BU1593182,39,男性,東京都,1000,1250,大学院卒（博士）,東京工業大学, ,2013年3月,ビジネス会話レベル,3,"論文リサーチ能力(データサイエンス，ソフトウェア，オペレーションズリサーチ、機械学習)#プログラミング能力(C/C++, Java, Python, Pandas, Scikit-Learn, SQL, Big Query, Auto ML, etc.)#教育能力(有名大学において多数の講義担当経験有．中学校•高等学校の教員免許有(数学・情報))#ビッグデータ解析のための機械学習理論，最適化理論，統計解析理論の専門知識#アジャイル要件定義およびプロジェクトマネジメントの専門知識#ドキュメント作成能力(Word，Excel，PowerPoint，TeX，Photoshop，Illustrator，etc.)#クラウドに対する知見(Google Cloud Platform, Amazon Web Service, Microsoft Azure, etc.)#AI分析・設計・構築#プリセールス(Bank、Nonbank)経験#デザイン思考(サービスデザイン)に基づく共創ノウハウ"
63,BU2034330,39,男性,東京都,1500,2000,大学卒,東京大学,理学部数学科 ,2007年3月,ビジネス会話レベル,2,業務側・システム側双方のヒアリングに基づき、業務要件と実装可能性を勘案した最適なシステム要件を提案する能力#データ分析の知識、実装経験（以下「特記事項」参照）#原則ベースの国際会計基準を社内取引にあてはめ、勘定科目や仕訳まで落とし込む能力#損害保険会計（日本基準・国際会計基準）その他の財務会計に関する知識・業務経験#損害保険に関する知識
64,BU2423150,29,男性,東京都,500,500,大学院卒（修士）,東京工業大学大学院,工学部機械工学科 ,2019年3月,日常会話レベル,3,Python#SQL#ビッグデータ分析#Pyspark#Docker#Git#BigQuery#深層学習#機械学習
65,BU0830585,43,男性,京都府,1000,1250,大学院卒（修士）,慶應義塾大学,政策メディア研究科 ,2005年3月,日常会話レベル,0,プログラミング：c/c++/python/perl/SQL#統計解析#機械学習
66,BU1634831,52,男性,東京都,1500,2000,大学院卒（修士）,ETH,Zurich ,,ビジネス会話レベル,8,データアナリティクス#データマイニング#機械学習#金融リスク管理#データ分析基盤の開発#データベースマーケティング#CRM#エッジコンピューティング#製造業の設備IoT化
67,BU0674858,51,男性,東京都,750,1000,大学卒,大谷大学,,,基礎会話レベル,0,新規事業の立ち上げ#新サービスの立ち上げ#新規システムの開発#立ち上げのための組織編成#立ち上げのためのチームビルド#プロジェクトマネジメント#アーキテクチャのデザイン#AWS#C言語#Objective-C#SQL#スキーマ定義#結合テスト#Apache#データアナリティクス#データアナリスト#データサイエンティスト#共通化
68,BU1115434,39,男性,大阪府,600,750,大学院卒（修士）,Purdue,University ,2022年7月,ビジネス会話レベル,4,統計解析　機械学習#アナリスト#需要予測
69,BU0773971,35,男性,福岡県,1500,2000,大学院卒（修士）,東京工業大学,環境・社会理工学院 技術経営専門職学位課程（MOT）,2022年3月,ビジネス会話レベル,0,中国語スキル：上級　学部で２度の交換留学（台湾・香港）の後、国立台北大学MBA（中退）。前職においても、商談などビジネスの場において使用。#英語スキル：中級　２０１５年３月より半年間アメリカ私費留学。TOEIC845。#Ｒ・SPSS等の統計解析ソフトを使った解析。モデルに拘りすぎない柔軟な運用で、ビジネス上の課題解決に貢献。#preziやPowerPointを使ったプレゼン資料作成/プレゼンテーション。海外生活が長かったこともありプレゼンの機会が多く、前職での評価も高い。セミナー講師も数多く務める。#Excel（vlookup、ピボットテーブル、関数を利用したフォーマットの作成、グラフ作成 / MOS Excel2016 エキスパート / ビジネス統計スペシャリスト試験 エクセル統計スペシャリスト 合格#SQLを利用したデータベース操作/テーブル設計も行う#WEB制作 / Webクリエーター能力検定試験 エキスパート級取得#Solidityを使用したスマートコントラクト開発#シェアリングエコノミーに関するサービスの知識#応用情報技術者#Tableau / BigQueryの操作#統計検定2級/専門統計調査士/統計調査士#Professional Certificate in Data Science (HarvardX)
70,BU4498187,56,男性,神奈川県,600,750,大学卒,慶應義塾大学,機械工学科 ,1989年3月,日常会話レベル,2,Python#AWS#機械学習#c++#C##git
