,ID,年齢,性別,都道府県,年収(下限),年収(上限),学歴,大学,学部,卒業,英語,DS経験年数,コアスキル
10,BU3566633,27,男性,東京都,600,750,大学院卒（修士）,早稲田大学,経済学研究科 ,2021年3月,ネイティブレベル,0,立ち上げ#法人営業#データサイエンス#AI#経営戦略#営業企画#マーケティング#海外進出#エンジニア#国際機関
11,BU0001499,43,男性,東京都,2000,3000,大学院卒（MBA）,筑波大学,ビジネス科学研究科経営システム科学専攻 ,2013年3月,ビジネス会話レベル,0,データサイエンス#データマイニング#データアナリティクス#統計学#KPIマネジメント#アクセス解析#Data Science#Data Mining#Data Analysis#Data Analytics#ビジネスコンサルティング
12,BU4352200,25,男性,東京都,600,750,大学院卒（修士）,東京大学,学際情報学専攻 生物統計情報学コース,2022年3月,基礎会話レベル,2,SQL#GCP#Python#R
13,BU3237859,39,男性,神奈川県,750,1000,大学院卒（博士）,京都大学,情報学研究科通信情報システム専攻 ,2011年3月,ビジネス会話レベル,3,新規事業企画#システム開発（Java/Python/HTML）#アプリ開発（フルスタックエンジニア、Flutter/Firebase）#プロトタイピング#英語#スタートアップ
14,BU3412057,29,男性,愛知県,600,750,大学院卒（修士）,京都大学,アジア・アフリカ地域研究研究科 ,2019年3月,ネイティブレベル,1,R#Python#Java#JavaScript#HTML#CSS#Oracle#PostgreSQL#統計解析#機械学習#Pythonライブラリ#Python 3#Pythonプログラミング#統計言語#英語#中国語#広東語
15,BU1671184,39,男性,神奈川県,1250,1500,大学院卒（修士）,武蔵工業大学大学院,経営工学専攻 ,2007年3月,日常会話レベル,8,Java#C##Perl#プロジェクトマネージメント#自然言語処理#Python#Docker#データ分析・ディープラーニング・データサイエンス#NET#AI#機械学習#SPSS#SQL#Tableau#アジャイル
16,BU2882045,31,男性,東京都,750,1000,大学院卒（博士）,総合研究大学院大学（理学:物理）, ,2019年3月,ビジネス会話レベル,1,"プログラミング(Python, R)#機械学習ライブラリ(tensorflow、pytorch、sklearn)、画像解析ライブラリ(opencv)#SQL#Windows,MacOS,Linux#英語(大学院在籍中、外国人との共同研究の経験、論文執筆経験あり)#Big Data#Data Science#画像分類、物体検知、異常検知#回帰モデルによるスコアリングエンジン開発#ベイズ統計モデリング#状態空間モデル、マーケティングミックスモデリング#rstanによるマルコフ連鎖モンテカルロサンプリング"
17,BU1140343,36,男性,大阪府,1500,2000,大学院卒（修士）,大阪大学大学院,経済学研究科経営学系専攻 ,2010年3月,基礎会話レベル,6,機械学習（とりわけ勾配ブースティング）#Python#Deep Learning#ローン審査システム#データベース・マーケティング
18,BU2458192,32,男性,東京都,1000,1250,大学院卒（MBA）,東京工業大学,技術経営専攻（MOT） ,,基礎会話レベル,5,bigquery#データアナリティクス#データマイニング#仮説検証#python#ビッグデータ解析#BIツール(tablue)#機械学習#ユーザー行動分析#ABテスト
19,BU3738062,26,男性,東京都,500,600,大学院卒（修士）,筑波大学,生命環境科学研究科 ,,基礎会話レベル,2,Python、SQL（BigQueryやSASなど）、Ruby（Ruby on Rails）#データ分析/機械学習/リサーチ#地理空間データ（位置情報、衛星画像、気象・気候）の加工技術#クライアントに対する提案資料の作成（データ分析フローの作成や工数見積）
20,BU1346365,39,男性,神奈川県,1250,1500,その他,インターネットアカデミー,,,なし,0,市場調査#アクセスログを使ったweb解析#意識データを用いた顧客探索#複数データソースを活用した戦略立案#コミュニケーション戦略策定#ソリューション活動全般#アクセス解析#データアナリティクス#仮説検証#動向調査#消費者調査#市場調査#テレビ視聴ログ解析#sns分析#コンサルティング#SQL#Python#GAS(GoogleActionScript)#データマネジメント#機械学習#育成業務#ID-POS分析#購買分析#Salesforce#CRM#ビックデータ解析#機械学習#教師あり学習
21,BU1216254,47,男性,神奈川県,1250,1500,大学卒,帝京大学,文学部社会学科 ,1998年3月,ビジネス会話レベル,14,分析・データ活用に関して様々な立場（担当/PL/部署Mgr、営業、新規事業）における広範な経験、知見#分析・データ活用組織の立ち上げ実績（現職/前職でのクライアント企業支援）#データサイエンティスト育成における社内外の定評（クライアント/大学）#AI・データサイエンス・Proptech・Fintech・Contech領域における産官学の人的ネットワーク
22,BU0039795,48,男性,東京都,2000,3000,大学院卒（修士）,東京工業大学,理工学研究科 ,2001年3月,日常会話レベル,0,Big Data関連ソリューション（Hadoop/Spark等）#コンサルタントの基本スキル（情報収集、課題整理、資料作成、プロジェクトマネジメント）#Certified Scrum Master - ScrumAlliance#Startupの経験#DASA DevOps fundamentals#AWS Certified Developer - Associate#データ分析・予測モデル構築スキル#営業経験（顧客リレーションと期待値マネジメント）#アジャイル開発#クラウド#Hadoop#Spark#Python#SQL#クオンツ#オープンソースソフトウェア#財務知識・企業評価経験
23,BU4352229,43,男性,東京都,750,1000,大学院卒（博士）,東京大学,工学系研究科物理工学専攻 ,2007年3月,日常会話レベル,7,データアナリティクス#Python#機械学習#広告#マーケティング#SQL#R#Hadoop#SparkSQL#Presto#Hive
24,BU3362750,36,男性,東京都,1250,1500,大学院卒（修士）,横浜市立大学,ナノシステム科学研究科物質システム科学専攻（量子化学専攻 ,,ビジネス会話レベル,3,保険数理#機械学習#深層学習#データサイエンス#Python#量子力学#アクチュアリー試験４科目合格#生命保険#プライシング
25,BU3076598,29,男性,東京都,500,500,大学卒,中央大学,理工学部経営システム工学科 ,2017年3月,基礎会話レベル,0,統計検定2級取得#ビジネス統計スペシャリスト取得#Python3 エンジニア認定データ分析試験合格#統計検定 統計調査士取得#統計検定 専門統計調査士取得
26,BU2219938,34,男性,神奈川県,600,750,大学卒,中央大学, ,2015年4月,日常会話レベル,0,機械学習（決定木・ロジスティック回帰・勾配ブースティング etc）を利用したデータ分析・モデリング経験（R・Python・SAS・SQL）#RPA・マクロVBAの開発・業務効率化経験#銀行や貸金業向け無担保ローンモデル、スコアリングモデルの構築やコンサルティングの経験#メガバンクのユーザー部門の常駐経験
27,BU4044403,29,女性,東京都,750,1000,大学院卒（修士）,東京大学大学院, ,2018年3月,ビジネス会話レベル,2,機械学習とデータ分析#日本語/英語/中国語#プロジェクトマネジメント#コンサルティング
28,BU4071332,27,男性,東京都,600,750,大学院卒（修士）,慶應義塾大学,理工学研究科 ,2019年3月,日常会話レベル,3,統計，データサイエンスを活用したコンサルティング#python，R等のプログラミング#金融工学を活用した投資戦略モデルのロジック構築#情報収集能力（最新の論文調査，新規領域における下調べ）
29,BU4579947,32,男性,広島県,500,500,大学院卒（修士）,九州大学,,,基礎会話レベル,0,地方公務員#自治体職員
30,BU2426178,46,女性,香川県,500,500,高専・専門・短大卒,高松短期大学, ,1996年3月,日常会話レベル,2,データ分析をもとにした新規顧客開拓力
31,BU3769665,31,男性,神奈川県,500,600,大学院卒（修士）,上智大学,博士前期課程 ,,日常会話レベル,4,機械学習モデリング#統計分析プログラミング（Python/R/SQL）#資料作成（技術調査・報告書・実行手順書）#Microsoft Office: PowerPoint/Word/Excel/Teams/Outlook#エンジニア採用・育成支援#事業推進#グロスハック#データドリブンマーケティング支援#ソリューション実装#KPIリポート作成
32,BU3945851,26,男性,大阪府,500,600,大学院卒（修士）,山形大学,理工学研究科 ,2021年3月,日常会話レベル,1,データサイエンス#機械学習#信号処理
33,BU1017786,37,女性,東京都,1500,2000,大学院卒（修士）,奈良先端科学技術大学院大学,情報科学研究科 ,2010年3月,ビジネス会話レベル,5,分散システム#SQL#scala#python#Spark#Hadoop#Hive#AWS#機械学習#gcp#scikit-learn#tensorflow#linux#NW#mysql#elastic search
34,BU0372609,41,男性,東京都,600,750,大学院卒（修士）,青山学院大学院,国際政治経済 ,2006年3月,日常会話レベル,0,新規事業、新商品開発（市場環境の調査、アイデア創出、事業計画作成、組織構築、実行。今までに6つの商品をリリースさせた）#データ・統計解析（POSデータや調査データからの需要予測、マーケティングプロセスにおける各種分析、使用ソフトはR、IBMSPSSModeler、tableau等）#プロジェクトマネジメント（5年計画のもの、人数は数名から十名程度まで）#マーケティング（市場環境分析→コンセプト作成→４P戦略→上市→修正のプロセス）#外部講演（学習院ビジネススクールで講師経験有、社内外でサービス紹介のセミナーを実施）#採用（組織構築のため中途採用の面接官、新卒の面接官を2年間経験）#システム要件定義（自らが企画したソフトウェアの機能の要件定義、UI決め）
35,BU4759522,25,男性,東京都,500,500,大学卒,学習院大学,経済学部 ,,日常会話レベル,2,SQL#Python#データ処理#データ分析#プロジェクト・タスク管理能力
36,BU1607756,36,女性,東京都,500,600,大学卒,ルーテル学院大学,臨床心理学科 ,2009年3月,基礎会話レベル,0,統計解析(SAS・SPSS・ASSUM・ACCSES)が可能#販売促進プロモーション企画立案#エバンジェリストとしてセミナー登壇#顧客へのコンサルティング提案#SVとしてサービス運用#事業部MVP#CRMソリューション#マーケティングデータ分析#マーケティングコンサル#カスタマーサクセス
37,BU2029481,33,男性,東京都,1250,1500,大学院卒（修士）,東京大学,経済学研究科 ,2017年3月,基礎会話レベル,3,データアナリティクス#データマイニング#プロジェクト管理#チームマネジメント#計量経済学#機械学習#行動経済学#統計学#SQL#R#Python#Stan#仮説検証#統計解析#マネジメント
38,BU3624698,30,男性,神奈川県,600,750,高専・専門・短大卒,大原専門学校横浜校,,,日常会話レベル,0,シニアコンサルタントクラス#戦略コンサルタント経験#ITコンサルタント経験
39,BU1463045,34,男性,東京都,1500,2000,大学院卒（修士）,オックスフォード大学,社会科学群／インターネット研究所／インターネット社会科学 ,2018年9月,ビジネス会話レベル,2,"事業戦略（DX推進）#プロジェクトマネジメント#CVC（主に米国・欧州）#デジタル・データサイエンス人材戦略（育成含む）#データサイエンス（特にSNS解析や自然言語処理など）#プログラミング（Python, spark、C++、javascript等）#データ戦略#デジタル戦略#防災減災#気象"
40,BU4647143,36,男性,東京都,600,750,大学院卒（修士）,早稲田大学,商学研究科 ,2011年9月,なし,1,マーケティング・リサーチ#統計学#データ分析#市場調査#消費者行動
41,BU1067007,36,男性,神奈川県,750,1000,大学卒,慶應義塾大学,理工学部管理工学科 ,,なし,1,SQL#コーディング#ＤＢ#Java#MySQL#Oracle#ＵＩ#オブジェクト指向設計#ユーザーエクスペリエンス#ダッシュボード開発#TreasureData#データプラットフォーム#データ分析基盤構築
42,BU2999599,34,男性,兵庫県,500,500,高校卒,学校法人八洲学園,,,なし,0,技術士補（建設部門）#基本情報技術者#MOS2007 Word Excel#日商簿記二級#androidアプリ開発（java）
43,BU1414990,36,男性,東京都,600,750,大学院卒（修士）,神戸大学大学院,理学研究科物理学専攻 ,2014年3月,なし,6,"AI・人工知能・機械学習・予測・推定#python（numpy, scipy, matplotlib, pandas, sckit-learn ）#ディープラーニング・深層学習 ( chainer, PyTorch )#画像処理・画像認識・動画処理・動画認識　OpenCV#データ処理・データマイニング・SQL・MongoDB#数学・物理学・統計学#資格：応用情報技術者・メディカルAI学会公認資格・統計検定2級#DX RPA OCR#GUI・React#C++"
44,BU3104069,27,男性,広島県,500,600,大学卒,九州大学,経済学部経済工学科統計学専攻 ,2017年3月,ビジネス会話レベル,3,"Python,R,SPSSを用いた機械学習によるビッグデータの解析#デジタルマーケティングの推進#DXの推進#BIツールを用いたデータの見える化#AI活用#数的データ#AIテクノロジー#データ可視化経験#自社データ#データ取得環境#データアナリティクス活用経験#計測データ#ユーザーデータ#AI知識#統計分析知識#データサイエンティスト#傾向分析#ビックデータ分析#行動データ#ログ分析経験#記述統計#大量データ分析#機械学習ツール"
45,BU1215477,34,男性,神奈川県,1500,2000,大学卒,早稲田大学,創造理工学部 ,2016年3月,日常会話レベル,5,"Go, Golang#Spark（Scala）, PySpark（Python）#Scala（PlayFramework, Akka）#Python（Django, Flask, Bottle）#TensorFlow, PyTorch#Docker, Kubernetes#Vue.js, Nuxt.js#AWS（EC2, S3, EMR, Lambda, ECS, ECR, EKS, Athenaなど多数）#GCP（GCE, GCS, Dataproc, Cloud Functions, Firebase, GKEなど多数）#機械学習, 人工知能, AI（データサイエンス関連）#分散処理、データ整形（データエンジニアリング関連）#Clean Architecture（DDDなど含む）#gRPC, ALPN, HTTP/2#R#Hadoop, Hive, Impala, Hue#Fluentd, Elasticsearch, Kibana#TypeScript#OpenAPI#JIRA, Asana#HTML, CSS, Javascript（ES6）#Java（特にAndroid）#SQL（MySQLなど）#NoSQL（Redisなど）#さくらVPS, ConoHa#Linux（CentOS, Ubuntu）#Git, Github, GitLab#Haskell#Ruby（Rails）#Fortran#IoT（Raspberry Pi）#Nginx, Apache#Vim#IntelliJ（JetBrains社製IDE）, Visual Studio Code#Slack, Chatwork, Discord"
46,BU0994415,38,男性,奈良県,1250,1500,大学院卒（修士）,大阪大学,工学研究科 生産科学専攻,2008年3月,日常会話レベル,6,データサイエンス#人工知能#機械学習#統計解析#中小企業診断士 2次試験合格#SUBARU画像認識チャレンジ 3位#NRIデータ分析コンテスト2021 社長賞#凸版印刷くずし字認識チャレンジ 1位#エムイーシーテクノ熱交換器の傷検知 2位
47,BU2187555,31,男性,東京都,600,750,大学院卒（修士）,青山学院大学,経済学 ,,基礎会話レベル,3,SAS#Python#SQL#tableau#施策実施前の事前分析#マーケティング施策実施#PowerBI#BigQuery
48,BU3154615,32,男性,東京都,1000,1250,大学院卒（博士）,大阪大学大学院,基礎工学研究科 ,2017年3月,ビジネス会話レベル,5,機械学習#Python#データ戦略#データアナリティクス#データ利活用戦略#機械学習領域#データサイエンス領域#BI領域#デジタルコンサルティング#SQL#数理モデリング#理論化学
49,BU1359591,36,男性,東京都,1000,1250,大学卒,東京大学,工学部計数工学科 ,,日常会話レベル,7,コンサルティング#データ分析#人工知能（機械学習）#統計#Python#R#BigQuery#データ分析プロジェクト#マーケティングデータ分析#KPI策定#分析設計
50,BU1827467,32,男性,東京都,1250,1500,大学院卒（修士）,東京大学,経済学研究科現代経済専攻 ,2015年3月,ビジネス会話レベル,7,消費者調査#市場調査#デジタルマーケティング#マーケティングサイエンス#メディアプランニング#計量経済学#マーケティングリサーチ#データサイエンス#データエンジニアリング
51,BU1286159,35,男性,東京都,1000,1250,大学卒,早稲田大学,教育学部 ,,日常会話レベル,7,"データサイエンス・機械学習プロジェクトのPM及び、実装(python, AWS)#事業企画#コンサルティング#機械学習エンジニア#自然言語処理技術#AIプロダクト#自然言語処理分野#ビックデータ解析#PoC開発#機械学習技術#データサイエンティスト#機械学習領域#データサイエンス分野"
52,BU0764763,42,男性,東京都,1000,1250,大学卒,九州大学,薬学部 ,,基礎会話レベル,5,データサイエンティスト#教育スキル#プロジェクトマネジメント#組織マネジメント経験#機械学習#AI#python#pytorch#scikit-learn#SQL#FastAPI#統計解析
53,BU2454899,27,男性,東京都,600,750,大学院卒（修士）,早稲田大学,情報理工情報通信専攻 ,2020年3月,日常会話レベル,2,データ処理#ビッグデータ処理#Python#機械学習#SQL#トレジャーデータ#自然言語処理#執筆#データ処理#アルゴリズム
54,BU2383882,45,女性,東京都,750,1000,大学卒,福岡大学,理学部 ,1999年3月,日常会話レベル,0,技術力 ：多くのプロジェクト経験や製品利用経験を、新サービス開発に生かすことができます。 製品に依存することなく、あらゆる方法を吟味して問題解決することができます。#開発力 ：ソリューション開発における実績。様々な人と技術をつなぎ、全体をプロデュースできる「アナリティクスディレクター」としての役割を担うことができます。 最後までやり遂げる責任感と意志の強さを持っています。#コミュニケーション能力：多くの案件や社外活動経験から、様々な境遇の人と同じ目的を目指すことができます。#プロジェクトリーダー経験：最大10名規模#英語力 ：2019年6月～2019年7月(2ヶ月間) 短期留学によりビジネス英語習得。 日常的な会話からビジネスで使う英語表現を学びました。 帰国後も学習を継続しています。#その他 ：介護に関する資格取得（介護実習、ボランティア、手話など） 。人一倍の好奇心と行動力。
55,BU1594724,30,男性,神奈川県,1000,1250,大学院卒（修士）,慶應義塾大学,開放環境科学専攻 ,2017年3月,日常会話レベル,4,データ・統計解析#データベース知識#サブスクリプションマーケティング#仮説検証#コンサルティングスキル#マネジメントスキル
56,BU3050806,25,男性,神奈川県,500,500,大学卒,大阪市立大学,商学部 ,2020年3月,日常会話レベル,1,python#R#統計
57,BU0163994,51,男性,神奈川県,1000,1250,大学院卒（修士）,北海道大学,電子情報工学 ,1997年3月,日常会話レベル,5,Pythonを使った時系列ライフログデータの分析とアルゴリズム開発#データ分析に軸足を置いた新規ビジネス・サービス開発の知見と経験#スマートハウス・HEMSを使った高齢者の見守りビジネスの知見とサービス開発#Androidアプリ開発からAWS構築、データ分析まで広く開発できる知識#匿名化技術、秘密分散、セキュア計算、差分プライバシーなどの主要要素技術の知見#アジャイル(スクラム)を使ったソフトウェア開発のマネージメント
58,BU2989981,29,男性,東京都,600,750,大学院卒（修士）,東京大学,工学系研究科航空宇宙工学専攻 ,,ビジネス会話レベル,3,統計的分析#機械学習#現場ワークフロー分析#Python#Stan#JMP#PyMC#因果推論
59,BU3806460,29,女性,東京都,750,1000,大学院卒（修士）,三重大学,,,ビジネス会話レベル,3,Python 3#AIテクノロジー#SQL文#データアナリティクス#AI知識#データ分析領域#大規模データ分析#データ分析プロジェクト#PySpark
60,BU0460427,39,男性,東京都,1500,2000,大学院卒（修士）,京都大学,情報学研究科 ,2007年3月,ビジネス会話レベル,10,統計分析、データマイニング、アナリティクス、ビッグデータ#コンサルティング#効果測定#仮説検証#マネジメント#データサイエンス#データマネジメント#統計
61,BU0878345,33,男性,東京都,1000,1250,大学卒,青山学院大学,国際政治経済学部 ,2011年3月,ビジネス会話レベル,0,ビジネスモデル#先進技術動向の知見（fintech、ブロックチェーン、オープンAPIなど）#IT・システム化構想立案#新規ソリューション開発#AI#ディープラーニング#Python#アジャイル開発#Jupyter Notebook#ITコンサルティング#Mesosphere DC/OS#Docker#アイディエーション・ワークショップ#TensorFlow#Keras#ユーザーテスト#リサーチ・レポーティング#AWS#SQL server#プロジェクトマネジメント#プロトタイピング#RFP作成#Hadoop#Spark#データサイエンス#経営コンサルティング
62,B00000003,33,男性,東京都,500,500,大学院卒（博士）,筑波大学,数学 ,,なし,3,Python#SQL#機械学習#統計学#データ分析#統計検定1級(統計数理)#数学教育(中高一貫校での教育経験あり)#数学教育(私大数学科での非常勤講師歴あり)#高等学校教諭専修免許状#中学校教諭専修免許状
63,BU0876839,37,男性,東京都,1000,1250,大学院卒（修士）,東京工業大学（修士中退）,社会理工学研究所 ,2011年3月,ビジネス会話レベル,9,"Python/R#BigQuery#機械学習#統計的因果推論#SQL (MySQL/ Hive等経験あり)#Gurobi（最適化パッケージ）#数理最適化#AWS/GCP#データサイエンス分野#データ分析基盤#BIツール（Looker, tableau）"
64,BU0239835,39,男性,東京都,1250,1500,大学院卒（MBA）,ノースカロライナ大学チャペルヒル校,MBA ,2018年5月,ビジネス会話レベル,3,事業戦略、改革立案に関する戦略コンサルティング#マーケティング分野、金融機関におけるAI・ビッグデータ活用に関するコンサルティング#Pythonを用いたAI構築及びAI活用に関するプロジェクトマネジメント#海外要員含むプロジェクトマネジメント、コンサルティング経験#証券業、保険業におけるフロント、ミドル、バックオフィス経験
65,BU4027509,39,男性,神奈川県,1000,1250,大学卒,東京学芸大学,教育学部 情報教育学科（J類）,2006年3月,ビジネス会話レベル,6,ビジネス英会話：TOEIC885点#Python：データ基礎集計・分析、モデリング構築#プロジェクトマネジメント(部下15名チーム運営経験有)#データ分析・コンサルティング、プリセールス#新規ビジネス企画(外部分析、契約交渉、社内折衝)#スポーツ協賛マネジメント#パートナー交渉力・協業事業推進
66,BU3194739,33,男性,東京都,500,500,大学院卒（修士）,九州工業大学,大学院生命体工学研究科 ,2014年3月,日常会話レベル,0,データマイニング#統計解析#人材育成#VBA#GAS
67,BU2317922,40,男性,群馬県,750,1000,大学院卒（博士）,京都大学,理学研究科 ,2010年3月,ビジネス会話レベル,0,Python/C++/C#データ分析#機械学習プロジェクトの技術開発#数値流体力学ソフトウェアの開発、技術提案#人工知能プロジェクトの提案・管理#Point Cloud Library(PCL)#Intel Realsense#Open3D#点群深層学習#Tensorflow/Keras#SQL#需要予測#機械学習プロジェクトのマネジメント
68,BU3340146,27,男性,東京都,600,750,大学院卒（修士）,慶應義塾大学,理工学研究科 ,2019年3月,日常会話レベル,3,データサイエンス#エンジニア#機械工学#材料工学#分子化学#計算工学#マテリアルズインフォマティクス
69,BU4562657,36,男性,東京都,600,750,大学院卒（修士）,中国天津大学,精密計測器および機械専攻 ,2010年7月,ビジネス会話レベル,5,機械学習知識#Python#音声処理の知識#深層学習モデル開発#Pytorch
70,BU2401201,27,女性,東京都,500,500,大学院卒（修士）,早稲田大学,情報理工 ,2019年3月,ビジネス会話レベル,0,分散システム
71,BU3763060,26,男性,東京都,600,750,大学卒,東京理科大学,理学部化学科 ,2018年3月,日常会話レベル,2,"python#SQL#Microsoft Office#R#Docker#Git(Github)#Flask#Linux#GCP#Big Query#Kaggle#iWork#Google docs, Sheets#AWS"
72,BU4687471,30,男性,神奈川県,750,1000,大学卒,関西大学,法学部 ,,基礎会話レベル,0,SASを使用したデータ加工全般#SQLを使用したデータ加工全般#datarobotを使用したデータ分析、インサイト導出#Excel#ファシリテーション力#タスク整理とスケジュール策定
73,BU2218237,36,男性,神奈川県,750,1000,大学院卒（修士）,東京理科大学,理工学研究科 ,,基礎会話レベル,5,RやPythonスキル#統計学や機械学習を用いた業務効率化#データ処理#統計的データ分析#プロジェクトマネジメント#データサイエンティスト育成#チームマネジメント#数理統計学#機械学習プロジェクト#統計的因果推論#問題発見#機械学習モデル構築
74,BU0643502,50,男性,東京都,750,1000,大学院卒（修士）,上智大学,理工学研究科 ,,なし,12,データサイエンティストとしての素養・専門性の高さ：　データサイエンティスト向けコンペティションにて3度の入賞経験（後述）がございます。#精度の高い予測モデルを構築するスキル： 説明変数から有意義な特徴量を作成の上、複数の学習器を扱い、アンサンブル学習により高精度な予測モデルを構築できます。#高度なデータ分析／データマイニング の知識･経験 （R言語など）： 種々のデータ解析手法・機械学習・ディープラーニングを扱った経験がございます。#データ加工などのコーディングスキル （R言語）：　データの加工・集計・解析・グラフ描画などの経験は豊富です。#複雑なデータ仕様の論理的な構造を理解するスキル：　様々な業種の複雑なデータを扱ってきましたので，どのようなデータにも柔軟に対応できます。#データ解析モデリングのスキル：　様々なプロジェクトでデータ解析を応用してきました。#数学を活用したデータ解析スキル：　システム開発に関する幅広いスキルとデータマイニング関連のスキル等に精通しております。#ドキュメント作成スキル：様々なプロジェクトで，仕様書・設計書・ユーザー向けマニュアル・打ち合わせ向け資料などを作成した経験により，グラフ・表・図を活用してのドキュメント作成を得意とします。#最適化ソルバーの活用経験 （NUOPT）：　最適化ソルバー NUOPT を活用し，配送計画問題や割当問題などを解くための数理計画モデルを構築した経験がございます。#様々な業務／SE に対する柔軟な対応力：　Web，DB，種々のプログラミング言語・開発環境 を扱ってのシステムの開発経験により，様々なシステムエンジニアとも円滑なコミュニケーションを取りつつ業務を進めることができます。
75,BU1145476,36,男性,東京都,750,1000,大学院卒（博士）,北海道大学,総合化学院 ,2015年3月,ビジネス会話レベル,2,クオンツ#量子力学#python#数理ファイナンス#C++
76,BU0504656,39,男性,東京都,1500,2000,大学院卒（MBA）,慶應義塾大学,経営管理研究科 ,2014年3月,基礎会話レベル,0,新規事業構築（企画から戦略立案、事業計画立案、チームビルディングなど計画から実行まで）#技術に対する理解力（主に人工知能、データ分析、バイオ）#ビジネス開発におけるプロジェクトマネジメント能力#データ分析スキル（ビジネス面、ログデータ解析など）#営業力（DX領域、経営企画領域などトッププレイヤーで要件が固まっていない状態での提案）#事業性評価および資本提携構築#ベンチャー企業でのファイナンス#ベンチャー投資
77,BU3427444,30,男性,東京都,600,750,大学卒,立命館大学,文学部 ,2015年3月,ビジネス会話レベル,0,Python#データアナリティクス#アクセス解析#経営判断#プロジェクトマネージャー#データサイエンティスト#新規事業立ち上げ#事業統括#企業再生
78,BU4069966,34,男性,東京都,750,1000,大学卒,筑波大学,工学システム学類 ,2011年3月,日常会話レベル,0,SQL#因果推論#クラウド#プロダクトマネジメント#グロース
79,BU3611725,41,男性,東京都,600,750,大学院卒（博士）,九州大学,理学府 ,,日常会話レベル,0,Python#機械学習#SQL#データサイエンス#アルゴリズム#数学#統計的因果推論
80,BU2782301,37,男性,シンガポール,600,750,その他,General,Assembly ,2019年9月,ネイティブレベル,1,コンピュータービジョン#自然言語処理#データサイエンス#機械学習#ディープラーニング
