,ID,年齢,性別,都道府県,年収(下限),年収(上限),学歴,大学,学部,卒業,英語,DS経験年数,コアスキル
10,BU1375661,34,男性,東京都,600,750,大学院卒（修士）,長岡技術科学大学,電気電子情報工学 ,2014年3月,ビジネス会話レベル,0,機械学習#深層学習#ディープラーニング#データサイエンス#統計学#Python#R#SQL#アルゴリズム
11,BU4106422,37,男性,千葉県,500,500,大学卒,駒澤大学,,,なし,5,データ処理#AI開発#データ解析#プログラミング#統計学
12,BU1124657,38,男性,東京都,500,600,大学院卒（修士）,京都大学,文学研究科行動文化学専攻社会学専修 ,2009年3月,なし,0,データ分析
13,BU3536862,25,男性,東京都,500,500,大学院卒（修士）,筑波大学,システム情報工学研究科知能機能システム専攻 ,2021年3月,基礎会話レベル,1,Webアプリケーションの開発経験（Rails 1年 Django 1年）#推薦システムの仕様策定から実装・評価・オンラインテストまでの全工程の経験#グロースチームの施策選定のためのデータ分析・ダッシュボード構築#PytorchなどのNNフレームワークを用いたディープラーニングモデル構築#複雑なSQLクエリを用いたデータ分析能力#Kaggleなどの分析コンペティションの入賞経験#ブログ執筆などを通して得たテクニカルライティング能力#チームメンバー・PJ関係者へのコミュニケーション能力#統計検定2級#レコメンドシステム
14,BU4543421,28,男性,東京都,600,750,大学卒,中央大学,商学部 ,2017年3月,なし,3,データ処理#QA#テスト
15,BU1163655,29,男性,東京都,750,1000,大学卒,大阪大学,基礎工学部 ,,なし,3,R•Pythonによるデータ解析#エンジニアを巻き込んだプロジェクトマネージメント#データドリブンな意思決定
16,BU3839261,27,男性,東京都,600,750,大学院卒（修士）,東京大学,理学系研究科 地球惑星科学専攻,,ビジネス会話レベル,3,データ分析#機械学習#Python#AWS#JavaScript
17,BU4426976,26,男性,東京都,500,600,大学卒,電気通信大学,情報理工学部 ,,基礎会話レベル,1,プロジェクトマネジメント#分析リーダー#Python#データ分析研修講師#tableau
18,BU1112060,34,男性,東京都,500,600,大学院卒（修士）,青山学院大学,経済学研究科 ,2014年3月,ビジネス会話レベル,0,広告代理店#データサイエンス#CRM#BI#AI#ブランディング広告#DSP
19,BU0788845,33,男性,東京都,500,600,大学院卒（修士）,慶應義塾大学,政策・メディア研究科 ,2015年4月,なし,0,ビッグデータ解析#Python#SQL#Spark#機械学習#Hadoop
20,BU2138441,30,男性,東京都,1000,1250,大学院卒（修士）,北海道大学,理学院 ,2016年3月,基礎会話レベル,6,PythonやRを用いたデータ分析#SQLを用いたデータ集計、データマート構築#特徴量エンジニアリング
21,BU3901168,33,男性,東京都,600,750,大学卒,早稲田大学,,,日常会話レベル,4,データ分析によるマーケティング施策改善#機械学習エンジニア#スクラムマスター経験#DjangoによるWeb API開発#データサイエンスソリューション#Pythonプログラミング
22,BU0948312,33,男性,東京都,600,750,大学卒,下関市立大学,経済学部経済学科 ,2013年3月,日常会話レベル,0,プロジェクトマネジメント#顧客との調整・折衝力#AIチャットボット導入#機械学習・深層学習#提案支援#Elasticsearch#要件定義#基本設計・詳細設計#保守運用#データ分析#自然言語処理
23,BU1411017,29,男性,東京都,600,750,その他,慶應義塾大学,理工学部電子工学科 ,,日常会話レベル,1,データサイエンス#プロダクトマネージメント#エンジニアリング
24,BU4566558,30,男性,東京都,750,1000,大学卒,明治大学,政治経済学部経済学科（経済統計学） ,2016年3月,基礎会話レベル,6,クライアントの業務プロセス・システムを理解し課題分析し、積極的に提案できる能力#分析業務の遂行能力（分析要件定義、データ収集、機械学習モデル、プロトタイプの実装、業務への落とし込み）#分析プロジェクトにおけるプロジェクト管理能力（2~6名のチームリード経験）#クラウドを活用したアプリケーションのプロトタイプ開発経験#データ回りのテクノロジースキル#クライアントへの価値提供のために常に学び続ける学習意欲#課題可視化#ロジック構築#データ活用支援#機械学習プロジェクト#需要予測分析
25,BU3090042,29,男性,東京都,750,1000,大学院卒（修士）,東京大学,総合文化研究科超域文化科学専攻 ,2018年3月,ビジネス会話レベル,4,"インターネットサービスをグロースさせるための仮説検証・課題解決・ABテスト設計#GCP（BigQuery, CloudStorage, GKE）を活用した大規模行動データの分析環境構築とその運用#SQL・R・Pythonによる統計モデリング・機械学習を用いたデータ分析#Python・JavaScript・Google App Scripts・GCP（Cloud Run, Cloud Function)でのツール開発・アルゴリズム構築・RPA支援#市場調査、効果測定、広告SDK（Adjust）とのデータ連携・集計基盤開発などのマーケティング分析#BIツールによるデータの可視化、KPIモニタリング（Looker, Data Portal）"
26,BU1851814,36,男性,東京都,1250,1500,大学卒,国際基督教大学,教養学部社会科学科経済学専攻 ,2008年4月,ビジネス会話レベル,5,デジタル戦略立案／DX企画#データ活用戦略立案#ビジネスアナリティクス#ビジネスプロセス管理#プロジェクトマネジメント#リーダーシップ#クライアントプレゼンテーション#機械学習／統計解析#MLOps#テキストマイニング／自然言語処理#Python／R#AWS#Amazon SageMaker#Google Cloud Vertex AI
27,BU3565925,31,男性,埼玉県,500,600,大学卒,東京都市大学,,,基礎会話レベル,7,"効果検証分析#需要予測#R,Pythonによる分析#SQL#因果推論#各種ツールによる分析結果の可視化#クライアントのニーズの把握と最適な分析手法の検討#Docker#GitLab#Google BigQuery#KPIダッシュボード"
28,BU0301532,36,男性,千葉県,750,1000,大学卒,東京大学,工学部・電子情報工学科 ,2013年3月,日常会話レベル,2,SAS Certified Data Scientist | SAS | SAS Enterprise Guide | SAS Enterprise Miner | SAS VIya | 予測モデル構築 | データ分析 | 機械学習#Python | R | Java | Spring Framework#SQL | Teradata | Oracle#Deep Learning / Tensor Flow / Keras /
29,BU0948186,40,男性,東京都,750,1000,大学院卒（博士）,東京大学, ,2011年3月,日常会話レベル,2,データサイエンス#機械学習
30,BU3349304,30,男性,東京都,500,500,大学卒,カリフォルニア大学バークレー校,工学部機械科 ,2016年12月,ネイティブレベル,0,Python#JavaScript#Django#MySQL#Google Cloud Platform#Google Apps Script#LabVIEW#MATLAB#AutoCAD#テクニカルサポート
31,BU2416424,34,男性,東京都,600,750,大学院卒（修士）,東京工業大学,物理電子システム創造専攻 ,2014年3月,日常会話レベル,2,AI導入コンサルに関する知識#DataRobot CFDS(カスタマフェイシングデータサイエンティスト)取得#製造、ヘルスケア、保険、人事等のデータ分析#データプレパレーションツールにおけるシステム開発経験#Pythonを用いた機械学習アルゴリズムの構築#製造業における生産技術および品質マネジメント能力
32,BU4092649,43,男性,東京都,1500,2000,大学卒,千葉工業大学,工学部工業経営学科 ,,基礎会話レベル,5,データサイエンス#python#R#SQL#IoT#ビッグデータ#DX#PMO#AI
33,BU2371223,32,男性,東京都,1250,1500,大学院卒（修士）,東北大学,経済学研究科 ,2015年3月,日常会話レベル,5,機械学習#統計学#R#Python#SQL
34,BU1439281,35,男性,東京都,1000,1250,高専・専門・短大卒,日本工学院八王子専門学校,情報処理科3年制 ,2008年3月,日常会話レベル,4,統計学#機械学習#python#ruby#Scrum#プリセールス#プロジェクトマネージメント#ソーシャルゲーム
35,BU2813029,30,男性,東京都,600,750,大学院卒（修士）,北海道大学,情報科学研究科 ,2018年3月,ビジネス会話レベル,1,Python#Machine Learning#Project Management
36,BU1518506,38,男性,埼玉県,600,750,大学院卒（修士）,明治学院大学,法務職専攻 ,,基礎会話レベル,0,パラメータに強い#データマイニングもできる#法的知識有り#ソーシャルゲームやオンライゲームでの運⽤ディレクター／プランナー経験#論理的思考能⼒、仮説検証能⼒がある#数値を活⽤した統計／データ分析などの経験#コミュニケーションを通してチームマネジメントを進められる⽅#エンターテイメント全般におけるマーケット、業界動向へのアンテナが⾼い⽅#社会保険：健康保険、厚生年金、労災保険、雇用保険
37,BU4035629,33,男性,千葉県,600,750,大学院卒（博士）,早稲田大学,先進理工学研究科 ,2017年3月,日常会話レベル,5,Python#Fortran#データサイエンス#機械学習#マテリアルズインフォマティクス#計算化学#量子化学#分子シミュレーション
38,BU1464799,38,男性,東京都,750,1000,大学院卒（修士）,東北大学,情報科学研究科 ,2009年3月,日常会話レベル,8,データ分析プロジェクトのリーディング・マネジメント（２～６名程度）#組織マネジメント、組織開発（プロジェクト群管理、リソース管理、育成、人事評価等、80名程度）#問題発見および問題解決とそのロジカルシンキングによるコンサルティング（トヨタの問題解決）#ナレッジマネジメントプロセス構築（知見の蓄積・共有、社内ワークショップ主催）#顧客ヒアリングを通じた業務プロセス可視化と業務プロセス設計・業務改善、システム化#データ分析サービスの提案書、報告書の作成（PowerPoint・Excel）#機械学習（GLM、GBDT）・深層学習（Tensorflow）・OR#統計モデリング・因果推論（傾向スコア、IPW）#R/Pythonを使用したデータ分析・モデル構築・検定/検証#SQLを使用したデータハンドリング（BigQuery・Redshift・TreasureData・PostgreSQL）#BIツールでの可視化（Tableau・PowerBI・Plotly）
39,BU2851626,32,女性,東京都,500,600,大学院卒（修士）,東京大学,学際情報学府 ,2017年3月,ネイティブレベル,0,英語：ネイティブレベル#SQL#機械学習#AWS 認定ソリューションアーキテクト – アソシエイト#VMware
40,BU3185077,28,男性,東京都,500,600,大学院卒（修士）,東京工業大学大学院,情報理工学院 ,2020年3月,基礎会話レベル,2,Python#SQL#AWS#Tableau#MLflow
41,BU4723760,29,男性,東京都,500,600,大学院卒（修士）,東京工業大学,工学院システム制御系 ,2019年9月,ビジネス会話レベル,2,Python#プログラミング#機械学習
42,BU2385629,31,男性,東京都,1000,1250,大学院卒（博士）,東京大学,情報理工学系研究科 ,2018年3月,ビジネス会話レベル,3,"Machine Learning#RTB#Front-end (JS, TS) Library#VR/AR Hardware"
43,BU3747466,27,男性,千葉県,750,1000,大学卒,慶應義塾大学,総合政策学部 ,,ビジネス会話レベル,5,Python#SPSS#R#SQL#英語#プロジェクトマネジメント#FCPX#動画編集#DXコンサルティング#機械学習#データ分析#Azure#クラウドアーキテクト
44,BU2976351,29,男性,東京都,600,750,大学卒,名古屋市立大学,,,ネイティブレベル,4,"顧客が保持するデータのクレンジング#小売業における店舗別売上予測分析#製造業における故障予測分析#製造業における不良品の原因分析#海外ビジネスレポートの翻訳(英語→日本語)#海外チームとの協業(短期の海外出張経験有)#データサイエンスチームのリード#データサイエンティスト育成#Python, BIツール(SPSS Modeler), SQLを用いたデータ処理#Python, BIツール(SPSS)を使用した機械学習によるデータ分析#Python, BIツール(SPSS)を用いた統計解析"
45,BU2850515,32,女性,東京都,600,750,大学院卒（修士）,東京理科大学, ,2014年3月,ビジネス会話レベル,5,データ処理
46,BU1410773,37,男性,東京都,500,500,大学院卒（修士）,東北大学大学院,文学研究科 ,2011年3月,基礎会話レベル,0,マーケティングリサーチデータを基にしたマイニング#統計解析#統計的仮説検証#広告効果評価やメディアに関する消費者調査#統計学理論に基づいたデータアナリティクス#新製品需要予測などの基礎となる市場調査
47,BU2428033,27,男性,東京都,750,1000,大学院卒（修士）,筑波大学,リスク工学専攻 ,2019年3月,日常会話レベル,2,データ分析#デジタルマーケティング#python
48,BU2022928,29,男性,東京都,750,1000,大学卒,関西学院大学,文学部 ,2016年3月,ビジネス会話レベル,3,"機械学習モデルの設計・開発 (SPSS Modeler 3年、Python 2.5年、R 2.5年)#MLOps (2年)#データ分析基盤設計・開発 (1年)#クラウドネイテイブアプリケーション設計・開発 (AWS 2年・IBM Cloud 0.2年、Docker 2年)#DevOps (GitHub 4年, GitLab 2年, Infrastructure as Code 1年)#Webアプリケーション開発 (Python 1年、Java 1年)#サーバー構築(CentOS 0.5年)#資料作成 (Powerpoint 3年)#製造業向け業務分析 (2年)"
49,BU3834964,27,男性,福島県,500,600,大学院卒（修士）,会津大学,コンピュータ理工学科ソフトウェアエンジニアリング学専攻 ,2020年3月,日常会話レベル,2,機械学習/Deep Learning#Python/Scala/Java/C#GCP/AWS#因果推論/ABテスト
50,BU2755600,32,男性,東京都,750,1000,大学卒,金沢大学,理工学域 ,2015年3月,なし,4,データ分析#機械学習#Python#R#SQL
51,BU2685002,32,男性,大阪府,500,600,大学卒,京都大学, ,2016年3月,日常会話レベル,6,プログラミング#データ処理#機械学習
52,BU2165353,29,男性,東京都,600,750,大学院卒（修士）,東京大学大学院,情報理工学系研究科 ,2018年3月,なし,4,"Python, SQLなどを用いたデータ分析スキル#予算策定PJで培ったマネジメントスキル#データ分析を事業意思決定にビジネス接続するスキル"
53,BU2740958,33,男性,東京都,1000,1250,大学院卒（修士）,東京大学,,,ビジネス会話レベル,5,統計解析#sql#データ分析
54,BU3010747,31,男性,東京都,600,750,大学院卒（博士）,九州大学,数理学専攻 ,2019年3月,基礎会話レベル,3,データ処理#デバッグ#データサイエンティスト#データアナレティクス
55,BU2591721,30,男性,神奈川県,750,1000,大学卒,東京理科大学,理学部応用化学科 ,2014年3月,基礎会話レベル,2,コミュニケーションスキル（システム仕様/モデル仕様のユーザ説明等）#ベンダーマネジメント#Webアプリケーション開発(Linux、JAVA、COBOL、VB.NET、VBA、pyspark、python）#DB開発（WindowsServer、Oracle）#要件定義〜リリース、保守まで担当あり#プロジェクトリーダー#機械学習モデル構築/実装#証券取引に関するシステム開発#最新データアナリティクス基盤（DataBricks）#証券取引に関するシステム開発
56,BU2471629,32,男性,京都府,500,600,高専・専門・短大卒,神戸大学,経営学部 ,2012年3月,なし,2,Pythonおよび機械学習に必要なライブラリの使用#機械学習プロジェクトの要件定義（効果の刈り取り、PoC実施計画など）#タスクにあった機械学習・統計手法の選択
57,BU1964023,34,男性,埼玉県,600,750,大学卒,同志社大学,商学部商学科 ,2011年3月,基礎会話レベル,2,RもしくはPythonを用いた機械学習モデルや統計モデルの開発#プロジェクトリーダーとして機械学習システムの開発と管理の経験#SQLによるデータ抽出やクレンジング#BIツールによるレポート作成#市場調査業務
58,BU3036287,40,男性,東京都,1000,1250,大学卒,オレゴン大学, ,2008年3月,ビジネス会話レベル,10,データ処理#データ分析#プロジェクトマネジメント
59,BU0939790,37,男性,千葉県,1250,1500,大学院卒（修士）,東京工業大学,情報科学科 ,2012年3月,ビジネス会話レベル,10,予測・最適化システム開発#ビッグデータ分析#機械学習#オープンソース#並列分散処理
60,BU1122070,33,男性,東京都,1250,1500,大学院卒（修士）,筑波大学,情報システム工学研究科 ,2015年3月,ビジネス会話レベル,3,Google Big Query#Statistics#Simulation#optimization#仮説検証#消費者#データマイニング#アクセスログ#様々なデータから提案や助言を行った業務経験#データベース/SQLの基礎知識#データベースを用いた分析経験#R、Pythonといった解析ツールのプログラミングスキル
61,BU2744781,28,男性,神奈川県,750,1000,大学院卒（修士）,筑波大学,システム情報工学研究科社会工学専攻サービス工学学位プログラム ,2019年3月,基礎会話レベル,3,統計解析#Python(6年)：表/時系列/画像データの前処理、AI/深層学習/機械学習・数理最適化/ORモデルの実装が可能。#R(3年)：表/時系列データの前処理、機械学習・統計モデルの実装が可能。#SQL(3年)：必要に応じてデータの収集するコーディングが可能。#論文執筆経験：上記の英文論文2稿に加え、筆頭著者の和文論文を1稿が採択されている。#パソコンスキル：Word、Excel、PowerPointなど。#時系列分析#データマイニング手法#大量データ分析#統計解析#要因分析能力#課題可視化#機械学習プロジェクト#AIモデル構築#機械学習モデル構築
62,BU3329099,32,男性,東京都,750,1000,大学院卒（修士）,東北大学,情報科学研究科 ,2016年3月,日常会話レベル,6,データ分析#プロダクトマネジメント#プロジェクトマネジメント#プロトタイピング#機械学習#Python#Tableau#データビュアライゼーション#Web開発#JavaScript#HTML#CSS#Vue.js#Git#SQL#フロントエンドフレームワーク#機械学習フレームワーク#Webスクレイピング#Ubuntu#Python 3#ダッシュボード開発
63,BU3339201,29,男性,東京都,500,500,大学院卒（修士）,国立清華大学（台湾）,環境科学専攻 ,2017年7月,ビジネス会話レベル,2,Python#機械学習#深層学習#画像認識#データ分析#データ可視化#画像処理#AWS#顔認識#C++#Unity#Pytorch#Tensorflow#Arduino#Blender#Docker
64,BU0885186,38,男性,東京都,1500,2000,大学院卒（MBA）,筑波大学,ビジネス科学研究科 経営システム科学専攻,2016年3月,日常会話レベル,3,"統計・機械学習モデリングによる予測モデルの構築・実装#データ分析PJ（コンサルティング、システム開発・運用）のプロジェクトマネジメント#データ分析に必要な理論、プログラミング（Python, R, SQL, Shell）"
65,BU3983325,30,男性,東京都,600,750,大学院卒（修士）,明治大学,理工学研究科情報科学専攻 ,2019年3月,日常会話レベル,3,Python#深層学習#Pytorch#画像認識#AWS#Docker#OpenCV#Scikit-learn
66,BU3960628,26,男性,東京都,500,600,高専・専門・短大卒,戸田中央看護専門学校,看護学科 ,2018年3月,なし,2,Python#Golang#Docker#Git#アジャイル#データサイエンス#SQL#SE#PM
67,BU2732409,43,男性,神奈川県,750,1000,大学院卒（博士）,大阪大学,大学院情報科学研究科情報数理学専攻博士後期課程 ,,日常会話レベル,11,データマイニング・機械学習における研究経験・実務経験#ビッグデータを活用するシステムの開発経験#マネジメント経験#クライアント折衝経験
68,BU2671380,30,男性,東京都,600,750,大学院卒（修士）,東京大学,工学系研究科システム創成学専攻 ,2017年9月,日常会話レベル,3,機械学習#深層学習#統計モデリング#分析設計#ウェブマーケティング#デジタルマーケティング
69,BU2578645,37,男性,東京都,1000,1250,大学院卒（博士）,東京大学,理学系研究科物理学専攻 ,2014年3月,ビジネス会話レベル,4,仮説検証・実験計画・因果推定#機械学習#データサイエンス#Python#Linux#SQL#Azure#FPGA#ビジネスKPIを改善し得る機会の探索・特定#特定した課題に基づく分析設計・要件定義#チームマネジメント#経営層へのプレゼンテーション#非エンジニアの事業担当者とのコミュニケーション
70,BU1661044,33,男性,東京都,600,750,大学院卒（博士）,大阪大学,大学院理学研究科 ,2016年3月,日常会話レベル,4,"機械学習、金融工学などの数理モデル開発 (要件定義、設計、実装、検証、保守運用)#数理モデルに関するコンサルティング#数学、数理モデルに関する技術や理論の調査。専門家との議論。非専門家への説明#研究開発 (Ph.D.)#Python, C++, SQL, Java, Excel VBA, R#GCP, AWS#Docker, Git, Github, Gitlab, SVN, Redmine"
71,BU3410974,28,男性,東京都,500,600,大学院卒（修士）,中央大学,理工学研究科数学専攻 ,2018年3月,基礎会話レベル,3,データ整形#データ可視化#モデル構築#データハンドリング#統計学の基礎知識（資格:統計検定準1級）
72,BU0785413,34,男性,東京都,1000,1250,大学院卒（修士）,早稲田大学,基幹理工学研究科数学応用数理専攻 ,2014年3月,ビジネス会話レベル,4,pythonを用いて、データの前処理から、データの俯瞰探索、統計・機械学習の知識を用いたモデリングを行う。#Javaを用いて、業務内容を設計および実装すること。#RDB(DB2)のインデックスやSQLを検討するパフォーマンスチューニング#シェルスクリプトを用いて、linuxシステム上での基本的な処理をおこなう。
73,BU0726386,36,男性,東京都,750,1000,大学院卒（修士）,京都大学,文学研究科・社会学 ,2014年3月,ビジネス会話レベル,6,機械学習#アルゴリズム#データ前処理#チームビルディング#インターネット広告#デジタルマーケティング#Python#R#SQL#LInux#Docker#クラウド#英語
74,BU3067180,34,男性,東京都,600,750,大学院卒（修士）,東北大学, ,2015年3月,基礎会話レベル,4,Python#機械学習（Scikit-Learn/Gensim/LightGBM/SHAPなど）#GCP（AutoML tables/GCS/GCE/cloud function/cloud run/Vertex AI/ai platformなど）#AWS（EC2/S3/ECS/fargate/Sagemakerなど）#Webアプリケーション（flask/FastAPI/Streamlit/Dashなど）
75,BU1560425,30,男性,東京都,600,750,大学卒,慶應義塾大学,理工学部数理学科 ,2015年3月,日常会話レベル,7,データ分析、統計解析#機械学習#アクセス解析#需要予測
76,BU4043794,32,女性,神奈川県,600,750,大学院卒（修士）,東京工業大学, ,2015年3月,なし,2,"コーディング#SQL,python#linux,golang#GCP#AWS"
77,BU3760057,32,男性,神奈川県,600,750,大学院卒（博士）,新潟大学,数理物質科学専攻 ,,日常会話レベル,3,データ処理#仮説検証#画像処理#自然言語処理#災害シミュレーション#数理最適化#スパースモデリング#需要予測#研究開発#AIモデル構築#機械学習モデル構築#数理統計学#統計的データ分析#Python#SQL#Julia#JDLA Deep Learning for GENERAL 2021#2 検定 合格
78,BU2767943,34,男性,東京都,1000,1250,大学院卒（修士）,慶應義塾大学,理工学研究科 開放環境科学専攻,2013年3月,日常会話レベル,5,python、Ｒ、Linux、PostgreSQL、AWS、Docker、GitLab#要件定義、PMO、データベース設計#金融データサイエンス、分析コンサルティング
79,BU3649489,30,男性,東京都,500,600,大学卒,早稲田大学,政治経済学部経済学科 ,2016年3月,日常会話レベル,2,特にNLP、機械学習を用いたモデル開発を得意とする#要件定義/設計/実装/テスト/運用保守まで、全行程を一貫して対応可能#AI開発、ECサイト、Webアプリ等多岐に渡るPJ経験があり、様々な領域に柔軟に対応可能#Webアプリ開発（Python、PHP等）#クラウドを活用したシステム開発（Heroku、AWS等）
80,BU1587643,30,女性,東京都,600,750,大学院卒（修士）,筑波大学,システム情報工学研究科 ,2016年3月,なし,4,
81,BU1465665,39,男性,東京都,1000,1250,大学院卒（修士）,京都大学,大学院 ,2010年3月,基礎会話レベル,4,データ活用基盤（Snowflake、Databricks、Spark・Hadoop、NoSQL、ETLツール等）#クラウド基盤（AWS等）#AI、機械学習、MLOPS#プロジェクトマネージメント（50人規模）#データマネジメント
82,BU3826508,30,女性,埼玉県,500,600,大学院卒（修士）,筑波大学,,,日常会話レベル,0,データサイエンティスト育成#データ活用支援#データマイニング手法#データ分析手法#データアナリティクス活用経験
83,BU4798572,26,男性,東京都,500,500,大学院卒（修士）,京都大学,情報学研究科 ,2021年3月,基礎会話レベル,2,データサイエンスソリューション
